"user_id","manipulation","age_raw","age_group","body_type","edu_level","height_in_raw","ethnicity","black","asian","natam","mideast","white","latin","indian","other","pacisl","match_rcvd_cnt_3_2","match_sent_cnt_3_2","match_rcvd_cnt_2_2","match_sent_cnt_2_2","match_rcvd_cnt_1_2","match_sent_cnt_1_2","hotvote_rcvd_bool_2","voteviewmsg_rcvd_cnt_2","voteview_sent_cnt_2","msg_rcvd_cnt_2","msg_sent_cnt_2","view_rcvd_cnt_2","view_sent_cnt_2","match_sent_cnt_2","match_rcvd_cnt_2","match_rcvd_cnt_3_1","match_sent_cnt_3_1","match_rcvd_cnt_2_1","match_sent_cnt_2_1","match_rcvd_cnt_1_1","match_sent_cnt_1_1","view_sent_cnt_1","view_rcvd_cnt_1","msg_sent_cnt_1","msg_rcvd_cnt_1","match_sent_cnt_1","match_rcvd_cnt_1","atrct_other_msg","atrct_other_msg_min","atrct_other_msg_max","atrct_own_msg","match_rcvd_cnt_3_4","match_rcvd_cnt_3_3","match_sent_cnt_3_4","match_sent_cnt_3_3","match_rcvd_cnt_2_4","match_rcvd_cnt_2_3","match_sent_cnt_2_4","match_sent_cnt_2_3","match_rcvd_cnt_1_4","match_rcvd_cnt_1_3","match_sent_cnt_1_4","match_sent_cnt_1_3","match_sent_cnt_3","match_rcvd_cnt_3","atrct_own_msg_tert","atrct_other_msg_tert"
"114552ab8d1f034b1af8d35b648fe96b",0,25.8425735797399,"25 to 29 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,0,2,4,0,34,2,0,0,0,0,0,0,0,0,3,51,0,17,0,0,2.56310679611651,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mid","low"
"7ee436798f8820ea2f68e323f7d3bd8f",0,32.9253935660507,"30 to 39 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,0,0,3,0,39,0,0,0,0,0,0,0,2,1,77,109,9,33,1,2,2.29795918367347,0,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mid","low"
"72da754e194c6738405d9fd167d3d9e7",1,35.5044490075291,"30 to 39 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,1,TRUE,7,33,10,7,51,33,2,3,1,0,0,0,5,1,171,244,25,53,3,11,2.94849785407725,0,38,53,0,1,1,0,0,3,1,1,2,1,1,0,1,3,"high","mid"
"df4ecec5a34d0207cfd09d74df2af411",1,44.1724845995893,"40 to 49 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22,0,2,0,0,2.81395348837209,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low","mid"
"e88076cd76836864077b08ca90332828",0,20.8432580424367,"18 to 24 ages","unknown","unknown",63.779562,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,0,TRUE,0,0,158,15,587,0,0,4,3,0,0,0,13,0,3,680,43,277,0,24,1.31003584229391,0,55,277,0,0,0,0,4,0,0,0,0,6,0,0,0,3,"high","low"
"08fc24d515794b694a3ff0fda2e8f15d",1,50.590006844627,"50 to 69 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,0,10,25,0,96,10,0,0,0,0,0,0,0,0,17,127,1,55,0,0,5.18,0,193,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high","high"
"7f72bd646a020d86d69cb9095b144ea8",1,25.1718001368925,"25 to 29 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,3,0,TRUE,19,108,73,12,528,108,1,4,0,0,1,1,0,1,119,508,13,66,1,4,2.10928616550853,0,172,66,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"high","low"
"52659a8bdc560d9453f6c10c638ecd9b",0,22.2559890485969,"18 to 24 ages","unknown","unknown",64.173263,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,5,7,TRUE,34,90,82,48,185,90,10,12,4,7,8,5,12,21,354,398,155,221,52,35,2.62222222222222,0,93,221,0,0,0,0,3,0,2,3,9,9,13,11,8,4,"high","low"
"4859ae6332c529cbee2dcd25dbed08d5",0,26.3381245722108,"25 to 29 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,2,3,7,2,11,3,0,0,0,0,0,0,0,0,4,19,2,6,0,0,4.32926829268293,0,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low","mid"
"15b475c006f5b79b279b623b3088ee3e",1,29.3388090349076,"25 to 29 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,0,TRUE,16,76,48,10,167,76,2,4,3,2,3,2,4,0,66,251,8,88,0,4,4.84328358208955,0,161,88,0,0,0,0,0,0,0,0,0,0,0,0,4,5,"high","high"
"91bdbc31996a17901e5742c371401222",0,26.5051334702259,"25 to 29 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,2,17,26,3,90,17,0,2,0,0,0,0,5,0,27,141,7,45,0,6,1.99112426035503,0,64,45,0,0,0,0,2,0,0,0,0,1,0,0,0,0,"mid","low"
"410c2def4d67dbd2337cedc14b3dfb7f",1,34.5051334702259,"30 to 39 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,0,0,19,0,128,0,0,0,0,0,0,0,0,0,9,260,1,41,0,0,2.92176870748299,0,89,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mid","mid"
"c169ff4e5051a59407dfec1121a72128",1,32.6762491444216,"30 to 39 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,0,1,7,1,48,1,0,0,1,0,0,0,1,0,2,63,1,11,0,1,4.80909090909091,0,150,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","high"
"43f46bd2f678608fe24f2b515705040b",1,46.2559890485969,"40 to 49 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,1,7,10,1,37,7,0,1,0,0,1,0,0,1,29,98,7,32,1,2,8.58,0,145,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"mid","high"
"a8ae36a5615e4a0e1274d2ebad98bad3",1,26.6748802190281,"25 to 29 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,TRUE,4,8,10,4,40,8,0,3,1,0,1,0,0,0,6,33,1,7,0,0,4.96078431372549,0,56,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"low","high"
"99bf3575fc44b15e84fc3f02fb58c73c",0,38.5051334702259,"30 to 39 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,TRUE,5,22,9,4,39,22,0,3,0,0,0,0,1,0,45,68,9,17,0,5,1.32227488151659,0,33,17,0,0,0,0,1,2,0,0,2,0,0,0,0,1,"mid","low"
"464a70134bf4a2865fc6b55c77030c81",1,20.6762491444216,"18 to 24 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,0,TRUE,14,20,52,14,122,20,0,8,1,0,0,0,3,0,4,133,3,72,0,7,3.68247422680412,0,421,72,0,0,0,0,0,0,0,0,1,3,0,0,0,1,"high","mid"
"c32c4815bf6c9d350aa3a0551fdc43ad",1,41.1718001368925,"40 to 49 ages","Overweight","unknown",67.716572,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,3,0,TRUE,19,87,40,25,250,87,2,15,1,0,3,0,6,0,150,358,19,46,0,14,2.93606138107417,0,125,46,5,1,0,0,1,7,0,1,2,3,0,0,0,9,"mid","mid"
"61745af7979d26b331cc31cff0a6983e",0,66.9240246406571,"50 to 69 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,6,1,34,5,TRUE,60,149,183,123,766,149,5,51,15,1,25,1,21,2,188,1066,211,307,11,97,7.44779582366589,0,252,307,22,12,2,2,8,12,3,0,17,25,2,2,8,62,"high","high"
"4d5d8242a08e1c36c31ababbe71e48ed",1,36.1724845995893,"30 to 39 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,0,3,4,0,45,3,0,0,0,0,0,0,0,0,10,35,0,1,0,0,2.36470588235294,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low","low"
"4ed8441d092d81bd1df6cafa11ef04b2",1,24.6762491444216,"18 to 24 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,5,0,TRUE,7,23,25,7,135,23,0,5,2,0,0,0,20,0,243,328,41,90,0,27,2.26948775055679,0,201,90,0,0,0,0,2,1,0,0,0,2,0,0,0,3,"high","low"
"c8e2f3d9eb5223a45f6c9fa74cc898c8",0,27.0088980150582,"25 to 29 ages","unknown","PostGrad",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,2,2,TRUE,4,33,27,4,112,33,1,3,1,0,2,0,0,1,59,322,10,92,4,3,2.04103053435114,0,131,92,3,0,2,0,0,1,0,1,1,0,0,1,4,7,"high","low"
"0e4ccbf57da265eb70a84d40313c0015",0,52.3394934976044,"50 to 69 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,1,0,TRUE,13,29,35,12,145,29,0,8,2,0,1,0,20,0,90,251,41,120,0,28,12.3460317460317,0,268,120,1,0,0,0,6,0,0,0,2,5,0,0,0,7,"high","high"
"3fbfbe5ebe5f80a7c2dfdca12336d22b",0,20.9253935660507,"18 to 24 ages","unknown","unknown",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,TRUE,0,0,16,0,278,0,0,0,0,0,0,0,0,0,27,785,15,391,0,0,3.62100456621005,0,173,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high","mid"
